date,Order_ID,Company,Company_Region,Product_ID,Product,Customer_ID,Product Category01,Product Category02,Product Category03,Quantity,unit,price_per_case
10/7/2021,6815502,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,211,case,46.0
10/7/2021,6103173,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,287,case,46.0
10/7/2021,6103173,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,584,case,37.0
10/7/2021,6541915,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,95,case,46.0
10/7/2021,6608887,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,361,case,46.0
10/7/2021,6608887,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,169,case,37.0
10/7/2021,6608887,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,130,case,46.0
10/8/2021,6369690,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,211,case,43.0
10/8/2021,6369690,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,154,case,48.0
10/8/2021,6714039,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,144,case,48.0
10/8/2021,6369690,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,196,case,46.0
10/8/2021,6618447,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,69,case,48.0
10/8/2021,6248809,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,206,case,48.0
10/8/2021,6248809,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,673,case,39.0
10/8/2021,6714039,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,355,case,41.0
10/8/2021,6714039,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,283,case,39.0
10/9/2021,6988796,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,188,case,37.0
10/9/2021,6489717,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,93,case,50.0
10/9/2021,6489717,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,444,case,46.0
10/9/2021,6489717,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,376,case,38.0
10/9/2021,6911451,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,585,case,46.0
10/9/2021,6988796,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,275,case,47.0
10/9/2021,6915180,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,61,case,50.0
10/10/2021,6838980,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,247,case,44.0
10/10/2021,6602125,131,South,11501,AVO32CNV1,SGTJP,32.0,CNV,1,110,case,36.0
10/10/2021,6703181,121,South,11133,AVO60CNV2,VWGUU,60.0,CNV,#2,107,case,49.0
10/10/2021,6544378,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,605,case,40.0
10/10/2021,6803005,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,98,case,38.0
10/10/2021,6602125,131,South,11829,AVO32CNV2,SGTJP,32.0,CNV,#2,143,case,38.0
10/10/2021,6161742,121,South,11133,AVO60CNV2,YZPDL,60.0,CNV,#2,120,case,35.0
10/10/2021,6161742,121,South,11177,AVO32ORG0,YZPDL,32.0,ORG,0,103,case,43.0
10/10/2021,6876970,131,North,11541,AVO60CNV1,RNJTB,60.0,CNV,1,198,case,50.0
10/10/2021,6876970,131,North,11829,AVO32CNV2,RNJTB,32.0,CNV,#2,114,case,38.0
10/10/2021,6640521,131,South,11385,AVO48CNV2,YEXWZ,48.0,CNV,#2,206,case,44.0
10/10/2021,6640521,131,South,11931,AVO48CNV1,YEXWZ,48.0,CNV,1,125,case,40.0
10/10/2021,6640521,131,South,11501,AVO32CNV1,YEXWZ,32.0,CNV,1,158,case,36.0
10/10/2021,6838980,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,192,case,44.0
10/10/2021,6161742,121,South,11385,AVO48CNV2,YZPDL,48.0,CNV,#2,116,case,44.0
10/10/2021,6602125,131,South,11385,AVO48CNV2,SGTJP,48.0,CNV,#2,139,case,44.0
10/10/2021,6706304,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,328,case,50.0
10/10/2021,6706304,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,168,case,40.0
10/10/2021,6706304,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,134,case,38.0
10/11/2021,6434984,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,247,case,50.0
10/11/2021,6558190,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,173,case,46.0
10/11/2021,6417304,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,51,case,50.0
10/11/2021,6434984,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,674,case,46.0
10/11/2021,6558190,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,71,case,50.0
10/11/2021,6245910,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,176,case,50.0
10/11/2021,6245910,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,212,case,35.0
10/11/2021,6245910,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,276,case,47.0
10/11/2021,6558190,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,225,case,48.0
10/12/2021,6768973,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,257,case,35.0
10/12/2021,6786751,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,603,case,40.0
10/12/2021,6786751,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,215,case,39.0
10/12/2021,6768973,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,214,case,40.0
10/12/2021,6768973,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,106,case,39.0
10/12/2021,6349651,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,168,case,39.0
10/12/2021,6349651,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,277,case,48.0
10/12/2021,6349651,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,198,case,36.0
10/12/2021,6370086,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,93,case,39.0
10/13/2021,6695659,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,76,case,46.0
10/13/2021,6140043,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,186,case,46.0
10/13/2021,6140043,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,261,case,37.0
10/13/2021,6140043,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,199,case,47.0
10/13/2021,6188382,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,54,case,46.0
10/13/2021,6647698,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,284,case,46.0
10/13/2021,6647698,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,565,case,42.0
10/13/2021,6188382,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,463,case,42.0
10/13/2021,6188382,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,321,case,39.0
10/14/2021,6144668,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,133,case,47.0
10/14/2021,6310997,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,506,case,40.0
10/14/2021,6144668,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,232,case,46.0
10/14/2021,6781639,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,219,case,40.0
10/14/2021,6310997,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,287,case,47.0
10/14/2021,6781639,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,120,case,47.0
10/14/2021,6144668,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,291,case,40.0
10/14/2021,6601300,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,90,case,47.0
10/14/2021,6781639,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,205,case,38.0
10/15/2021,6677998,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,423,case,49.0
10/15/2021,6677998,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,269,case,43.0
10/15/2021,6677998,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,117,case,45.0
10/15/2021,6529411,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,190,case,35.0
10/15/2021,6529411,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,217,case,40.0
10/15/2021,6201703,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,260,case,45.0
10/15/2021,6241816,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,78,case,45.0
10/15/2021,6201703,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,554,case,49.0
10/15/2021,6529411,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,134,case,45.0
10/16/2021,6264946,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,54,case,39.0
10/16/2021,6732836,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,258,case,41.0
10/16/2021,6712119,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,205,case,50.0
10/16/2021,6732836,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,215,case,45.0
10/16/2021,6800886,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,617,case,50.0
10/16/2021,6712119,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,78,case,39.0
10/16/2021,6712119,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,250,case,47.0
10/17/2021,6266114,131,North,11829,AVO32CNV2,PJEIJ,32.0,CNV,#2,203,case,41.0
10/17/2021,6939303,121,South,11177,AVO32ORG0,YZPDL,32.0,ORG,0,121,case,37.0
10/17/2021,6939303,121,South,11385,AVO48CNV2,YZPDL,48.0,CNV,#2,112,case,41.0
10/17/2021,6939303,121,South,11133,AVO60CNV2,YZPDL,60.0,CNV,#2,125,case,38.0
10/17/2021,6907396,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,515,case,43.0
10/17/2021,6296527,131,North,11541,AVO60CNV1,QPDXK,,CNV,1,240,case,42.0
10/17/2021,6736149,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,212,case,47.0
10/17/2021,6736149,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,317,case,41.0
10/17/2021,6224512,121,South,11385,AVO48CNV2,VYOPF,48.0,CNV,#2,125,case,41.0
10/17/2021,6224512,121,South,11385,AVO48CNV2,VYOPF,48.0,CNV,#2,176,case,41.0
10/17/2021,6620306,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,54,case,41.0
10/17/2021,6296527,131,North,11931,AVO48CNV1,QPDXK,,CNV,1,208,case,43.0
10/17/2021,6296527,131,North,11829,AVO32CNV2,QPDXK,,CNV,#2,83,case,41.0
10/18/2021,6822583,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,278,case,43.0
10/18/2021,6822583,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,265,case,40.0
10/18/2021,6106528,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,706,case,43.0
10/18/2021,6822583,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,105,case,41.0
10/18/2021,6809058,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,85,case,41.0
10/18/2021,6745289,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,124,case,41.0
10/18/2021,6745289,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,314,case,47.0
10/18/2021,6745289,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,169,case,43.0
10/18/2021,6106528,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,318,case,41.0
10/19/2021,6495586,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,237,case,45.0
10/19/2021,6630945,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,163,case,45.0
10/19/2021,6752084,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,124,case,45.0
10/19/2021,6752084,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,115,case,36.0
10/19/2021,6752084,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,288,case,48.0
10/19/2021,6630945,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,279,case,45.0
10/19/2021,6829281,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,50,case,45.0
10/19/2021,6495586,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,600,case,36.0
10/19/2021,6630945,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,198,case,44.0
10/20/2021,6757494,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,127,case,50.0
10/20/2021,6322452,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,4474,kg,43.0
10/20/2021,6322452,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,2519,kg,45.0
10/20/2021,6322452,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,1435,kg,50.0
10/20/2021,6910553,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,680,case,45.0
10/20/2021,6757494,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,157,case,44.0
10/20/2021,6350241,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,57,case,50.0
10/20/2021,6757494,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,271,case,45.0
10/20/2021,6910553,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,296,case,50.0
10/21/2021,6716455,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,169,case,49.0
10/21/2021,6829551,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,170,case,43.0
10/21/2021,6829551,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,273,case,41.0
10/21/2021,6829551,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,186,case,38.0
10/21/2021,6716455,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,63,case,38.0
10/21/2021,6716455,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,381,case,37.0
10/21/2021,6776143,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,602,case,49.0
10/21/2021,6776143,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,216,case,38.0
10/21/2021,6229394,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,79,case,38.0
10/22/2021,6419758,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,425,case,46.0
10/22/2021,6419758,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,358,case,48.0
10/22/2021,6107892,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,662,case,46.0
10/22/2021,6107892,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,220,case,41.0
10/22/2021,6839487,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,92,case,41.0
10/22/2021,6325555,121,South,11829,AVO32CNV2,IEHDJ,,,,129,case,41.0
10/22/2021,6325555,121,South,11385,AVO48CNV2,IEHDJ,,,,225,case,48.0
10/22/2021,6325555,121,South,11133,AVO60CNV2,IEHDJ,,,,196,case,41.0
10/22/2021,6419758,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,59,case,41.0
10/23/2021,6483761,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,505,case,38.0
10/23/2021,6991127,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,220,case,47.0
10/23/2021,6723187,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,82,case,46.0
10/23/2021,6991127,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,179,case,42.0
10/23/2021,6885896,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,54,case,46.0
10/23/2021,6885896,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,128,case,38.0
10/23/2021,6885896,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,223,case,50.0
10/24/2021,6207125,121,South,11829,AVO32CNV2,YBUMJ,32.0,CNV,#2,315,case,50.0
10/24/2021,6197965,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,707,case,44.0
10/24/2021,6554547,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,81,case,50.0
10/24/2021,6969104,131,South,11385,AVO48CNV2,SGTJP,48.0,CNV,#2,145,case,35.0
10/24/2021,6926181,121,South,11177,AVO32ORG0,YZPDL,32.0,ORG,0,127,case,49.0
10/24/2021,6347516,131,North,11931,AVO48CNV1,JKGIY,48.0,CNV,1,202,case,44.0
10/24/2021,6554547,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,451,case,44.0
10/24/2021,6554547,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,256,case,48.0
10/24/2021,6969104,131,South,11501,AVO32CNV1,SGTJP,32.0,CNV,1,138,case,47.0
10/24/2021,6969104,131,South,11829,AVO32CNV2,SGTJP,32.0,CNV,#2,104,case,50.0
10/24/2021,6431571,131,South,11931,AVO48CNV1,YEXWZ,48.0,CNV,1,129,case,44.0
10/24/2021,6431571,131,South,11501,AVO32CNV1,YEXWZ,32.0,CNV,1,226,case,47.0
10/24/2021,6926181,121,South,11133,AVO60CNV2,YZPDL,60.0,CNV,#2,138,case,43.0
10/24/2021,6126981,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,248,case,35.0
10/24/2021,6126981,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,175,case,36.0
10/24/2021,6207125,121,South,11385,AVO48CNV2,YBUMJ,48.0,CNV,#2,155,case,35.0
10/24/2021,6207125,121,South,11177,AVO32ORG0,YBUMJ,32.0,ORG,0,207,case,39.0
10/24/2021,6207125,121,South,11385,AVO48CNV2,YBUMJ,48.0,CNV,#2,221,case,35.0
10/24/2021,6926181,121,South,11385,AVO48CNV2,YZPDL,48.0,CNV,#2,143,case,35.0
10/24/2021,6150706,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,69,case,50.0
10/24/2021,6431571,131,South,11385,AVO48CNV2,YEXWZ,48.0,CNV,#2,232,case,35.0
10/25/2021,6307703,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,139,case,39.0
10/25/2021,6307703,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,130,case,44.0
10/25/2021,6307703,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,395,case,45.0
10/25/2021,6754142,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,67,case,44.0
10/25/2021,6620081,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,175,case,44.0
10/25/2021,6620081,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,222,case,35.0
10/25/2021,6620081,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,175,case,40.0
10/25/2021,6596497,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,292,case,44.0
10/25/2021,6596497,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,534,case,39.0
10/26/2021,6286117,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,90,case,40.0
10/26/2021,6569081,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,164,case,40.0
10/26/2021,6569081,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,229,case,40.0
10/26/2021,6569081,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,153,case,41.0
10/26/2021,6806726,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,115,case,40.0
10/26/2021,6806726,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,125,case,40.0
10/26/2021,6806726,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,275,case,44.0
10/26/2021,6312502,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,595,case,40.0
10/26/2021,6312502,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,277,case,40.0
10/27/2021,6223365,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,271,case,50.0
10/27/2021,6223365,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,333,case,48.0
10/27/2021,6243846,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,82,case,49.0
10/27/2021,6338694,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,684,case,50.0
10/27/2021,6338694,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,297,case,49.0
10/27/2021,6223365,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,120,case,49.0
10/27/2021,6743280,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,148,case,49.0
10/27/2021,6743280,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,201,case,44.0
10/27/2021,6743280,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,195,case,35.0
10/28/2021,6187092,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,101,case,41.0
10/28/2021,6598414,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,97,case,41.0
10/28/2021,6187092,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,159,case,39.0
10/28/2021,6302742,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,584,case,49.0
10/28/2021,6302742,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,257,case,41.0
10/28/2021,6187092,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,246,case,46.0
10/28/2021,6591551,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,105,case,41.0
10/28/2021,6591551,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,477,case,49.0
10/28/2021,6591551,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,290,case,47.0
10/29/2021,6371701,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,255,case,44.0
10/29/2021,6525576,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,210,case,38.0
10/29/2021,6525576,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,266,case,43.0
10/29/2021,6525576,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,133,case,44.0
10/29/2021,6742044,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,110,case,47.0
10/29/2021,6742044,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,80,case,44.0
10/29/2021,6371701,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,506,case,47.0
10/29/2021,6239460,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,50,case,44.0
10/29/2021,6742044,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,200,case,48.0
10/30/2021,6451660,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,98,case,41.0
10/30/2021,6247125,131,North,11541,AVO60CNV1,QPDXK,60.0,,1,323,case,50.0
10/30/2021,6247125,131,North,11829,AVO32CNV2,QPDXK,32.0,,#2,121,case,41.0
10/30/2021,6213832,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,589,case,42.0
10/30/2021,6791631,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,201,case,41.0
10/30/2021,6791631,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,209,case,40.0
10/30/2021,6247125,131,North,11931,AVO48CNV1,QPDXK,48.0,,1,421,case,42.0
10/31/2021,6553251,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,91,case,42.0
10/31/2021,6161237,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,131,case,42.0
10/31/2021,6161237,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,404,case,48.0
10/31/2021,6161237,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,299,case,42.0
10/31/2021,6243070,121,South,11385,AVO48CNV2,YZPDL,48.0,CNV,#2,127,case,46.0
10/31/2021,6243070,121,South,11177,AVO32ORG0,YZPDL,32.0,ORG,0,141,case,43.0
10/31/2021,6243070,121,South,11133,AVO60CNV2,YZPDL,60.0,CNV,#2,126,case,49.0
10/31/2021,6356344,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,294,case,46.0
10/31/2021,6988208,131,North,11829,AVO32CNV2,CAOZO,32.0,CNV,#2,313,case,42.0
10/31/2021,6356344,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,211,case,36.0
10/31/2021,6857692,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,639,case,48.0
10/31/2021,6988208,131,North,11501,AVO32CNV1,CAOZO,32.0,CNV,1,228,case,38.0
10/31/2021,6404062,121,South,11385,AVO48CNV2,SPYBQ,48.0,CNV,#2,134,case,46.0
10/31/2021,6988208,131,North,11541,AVO60CNV1,CAOZO,60.0,CNV,1,344,case,42.0
10/31/2021,6988208,131,North,11385,AVO48CNV2,CAOZO,48.0,CNV,#2,272,case,46.0
10/31/2021,6404062,121,South,11385,AVO48CNV2,SPYBQ,48.0,CNV,#2,167,case,46.0
11/1/2021,6343181,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,135,case,50.0
11/1/2021,6659729,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,171,case,36.0
11/1/2021,6659729,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,299,case,35.0
11/1/2021,6659729,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,199,case,37.0
11/1/2021,6343181,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,67,case,36.0
11/1/2021,6585938,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,212,case,36.0
11/1/2021,6343181,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,225,case,35.0
11/1/2021,6585938,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,556,case,50.0
11/1/2021,6426748,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,77,case,36.0
11/2/2021,6830071,121,South,11829,AVO32CNV2,IEHDJ,32.0,CNV,#2,197,case,45.0
11/2/2021,6830071,121,South,11385,AVO48CNV2,IEHDJ,48.0,CNV,#2,300,case,39.0
11/2/2021,6830071,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,169,case,44.0
11/2/2021,6374438,121,South,11829,AVO32CNV2,XFORT,32.0,CNV,#2,69,case,45.0
11/2/2021,6479653,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,203,case,45.0
11/2/2021,6479653,121,South,11931,AVO48CNV1,DMKUT,48.0,CNV,1,548,case,45.0
11/2/2021,6524212,131,North,11541,AVO60CNV1,QPDXK,60.0,CNV,1,381,case,43.0
11/2/2021,6524212,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,335,case,45.0
11/2/2021,6524212,131,North,11829,AVO32CNV2,QPDXK,32.0,CNV,#2,75,case,45.0
11/3/2021,6620860,121,South,11829,AVO32CNV2,DMKUT,32.0,CNV,#2,288,case,47.0
11/3/2021,6547869,131,North,11931,AVO48CNV1,QPDXK,48.0,CNV,1,265,case,50.0
11/3/2021,6752937,121,South,11133,AVO60CNV2,IEHDJ,60.0,CNV,#2,194,case,35.0
